,Unnamed: 0,user_id,book_id,rating,goodreads_book_id,tag_id,count,genre_x,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
8120,8120,639,8141,3,40483,26138,88,romance,2462307,124,345301110,9780000000000.0,"Pauline Réage, Sabine d'Estree",1954.0,Histoire d'O,Story of O (Story of O #1),eng,3.34,10922,14059,1270,1129,2193,4235,3781,2721,https://images.gr-assets.com/books/1464369941m/40483.jpg
8127,8127,1525,8148,5,23221,26138,200,romance,2610019,41,60880120,9780000000000.0,Meg Cabot,2006.0,How to Be Popular,How to Be Popular,eng,3.54,18568,19634,925,511,2279,6843,6018,3983,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8140,8140,651,8161,5,19307,1691,47,action,1316342,68,670557110,9780000000000.0,"Astrid Lindgren, Gerry Bothmer",1948.0,Pippi Långstrump i Söderhavet,Pippi in the South Seas,en-US,4.1,13911,14941,209,213,553,3072,4735,6368,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8151,8151,3251,8172,4,1011359,26138,127,romance,3352921,16,1591169909,9780000000000.0,Bisco Hatori,2003.0,桜蘭高校ホスト部 2,"Ouran High School Host Club, Vol. 2 (Ouran High School Host Club, #2)",eng,4.46,14350,14504,231,78,239,1618,3607,8962,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8157,8157,29798,8178,3,16117182,26138,67,romance,21935161,7,,,Natasha Preston,2013.0,Broken Silence,"Broken Silence (Silence, #2)",eng,4.14,8280,12776,676,189,603,2243,3971,5770,https://images.gr-assets.com/books/1388207146m/16117182.jpg
8160,8160,11946,8181,4,107029,1691,5,action,103160,5,1401204457,9780000000000.0,"Bill Finger, Gardner F. Fox, Bob Kane, Jerry Robinson, Sheldon Moldoff",2005.0,Batman Chronicles: Volume 1,"The Batman Chronicles, Vol. 1",en-US,3.99,9593,9661,100,458,583,1821,2501,4298,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8165,8165,1195,8186,5,116053,26138,91,romance,6958004,62,340752459,9780000000000.0,Rosamunde Pilcher,1990.0,September,September,eng,4.12,12412,13787,457,95,408,2683,5224,5377,https://images.gr-assets.com/books/1420776195m/116053.jpg
8168,8168,639,8189,4,9654,26138,35,romance,2164933,94,451209435,9780000000000.0,Erica Jong,1973.0,Fear of Flying,Fear of Flying,en-US,3.44,13061,14932,1277,715,1953,5003,4508,2753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8179,8179,11111,8200,4,13105527,26138,53,romance,18278582,5,1926760689,9780000000000.0,"pleasefindthis, Iain S. Thomas, Jon Ellis",2011.0,I Wrote This For You,I Wrote This For You,eng,4.17,11533,12796,1212,372,673,1869,3403,6479,https://images.gr-assets.com/books/1413756174m/13105527.jpg
8183,8183,22230,8204,5,16056862,26138,448,romance,21842751,14,,,Natasha Anders,2012.0,The Unwanted Wife,"The Unwanted Wife (Unwanted, #1)",eng,3.94,17458,19673,1578,453,1130,4122,7385,6583,https://images.gr-assets.com/books/1349084566m/16056862.jpg
8184,8184,24400,8205,5,29991719,26138,510,romance,50395229,8,,,Emma Chase,2016.0,Royally Screwed,"Royally Screwed (Royally, #1)",eng,4.11,15906,19263,2374,235,782,3288,7374,7584,https://images.gr-assets.com/books/1463068765m/29991719.jpg
8186,8186,513,8207,4,31175,26138,107,romance,2685446,335,1582870950,9780000000000.0,Charlotte Brontë,1857.0,The Professor,The Professor,eng,3.56,12140,13993,675,318,1520,4948,4354,2853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8198,8198,27582,8219,4,17233800,26138,623,romance,23751121,26,037321099X,9780000000000.0,Katie McGarry,2013.0,Crash Into You,"Crash into You (Pushing the Limits, #3)",eng,4.28,21136,22480,2517,213,639,3073,7314,11241,https://images.gr-assets.com/books/1370532247m/17233800.jpg
8205,8205,3710,8226,4,341281,26138,29,romance,2502604,230,140435476,9780000000000.0,"Thomas Hardy, Patricia Ingham",1887.0,The Woodlanders,The Woodlanders,eng,3.82,10835,11642,381,337,700,2965,4313,3327,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8206,8206,33972,8227,4,17934385,26138,48,romance,25142244,14,312591845,9780000000000.0,Jane Green,2014.0,,Tempting Fate,eng,3.59,9882,12253,1435,397,1156,3844,4506,2350,https://images.gr-assets.com/books/1386626870m/17934385.jpg
8207,8207,7288,8228,3,4071018,26138,21,romance,4118164,26,385524927,9780000000000.0,Barbara Delinsky,2009.0,While My Sister Sleeps,While My Sister Sleeps,en-US,3.82,12719,13295,963,203,789,3736,5043,3524,https://images.gr-assets.com/books/1320495122m/4071018.jpg
8232,8232,651,8253,4,87424,1691,49,action,1826874,56,867199032,9780000000000.0,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",1930.0,Tintin au pays des Soviets,Tintin in the Land of the Soviets (Tintin #1),eng,3.67,10702,11762,360,525,1495,2998,3022,3722,https://images.gr-assets.com/books/1327959256m/87424.jpg
8243,8243,1311,8264,3,559889,1691,218,action,293507,63,671000314,9780000000000.0,Clive Cussler,1985.0,"Flood Tide (Dirk Pitt, #14)","Flood Tide (Dirk Pitt, #14)",eng,3.88,11987,12674,234,63,499,3623,5199,3290,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8247,8247,25479,8268,4,17838528,26138,461,romance,24961929,18,1481404547,9780000000000.0,Morgan Matson,2016.0,The Unexpected Everything,The Unexpected Everything,eng,4.07,18752,20475,4074,234,778,3731,8374,7358,https://images.gr-assets.com/books/1443203227m/17838528.jpg
8248,8248,116,8269,1,43799,26138,109,romance,2926023,33,727853414,9780000000000.0,"Anne Rampling, Anne Rice",1985.0,Exit to Eden,Exit to Eden,eng,3.55,11846,13778,429,518,1761,4429,3722,3348,https://images.gr-assets.com/books/1328206253m/43799.jpg
8258,8258,758,8279,5,721003,1691,219,action,3348719,18,152024174,9780000000000.0,Roland Smith,2007.0,Peak,Peak (Peak #1),en-US,3.98,13314,14027,2024,297,714,2873,5278,4865,https://images.gr-assets.com/books/1328876929m/721003.jpg
8263,8263,2440,8284,4,76179,26138,205,romance,82614,51,749932945,9780000000000.0,Sandra Brown,1999.0,Envy,Envy,eng,4.15,11520,14297,1119,142,461,2448,5282,5964,https://images.gr-assets.com/books/1263146546m/76179.jpg
8267,8267,7432,8288,3,9962040,26138,841,romance,14855973,25,345519477,9780000000000.0,Maya Banks,2011.0,In Bed with a Highlander,"In Bed with a Highlander (McCabe Trilogy, #1)",eng,4.05,20529,22360,1641,352,1017,4232,8395,8364,https://images.gr-assets.com/books/1348705921m/9962040.jpg
8271,8271,16781,8292,4,9712341,26138,224,romance,14600859,7,184756190X,9780000000000.0,Gemma Burgess,2011.0,A Girl Like You,A Girl Like You,eng,3.95,12117,12716,690,368,802,2752,4029,4765,https://images.gr-assets.com/books/1289919160m/9712341.jpg
8274,8274,115,8295,3,3291,26138,22,romance,130037,103,743217187,9780000000000.0,Isabel Allende,1988.0,Cuentos de Eva Luna,The Stories of Eva Luna,en-US,3.96,10862,13067,539,112,617,3093,5159,4086,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8276,8276,28088,8297,4,11821514,26138,145,romance,627927,8,,,Edie Claire,2003.0,Long Time Coming,Long Time Coming,en-US,3.77,9327,12670,848,343,991,3384,4480,3472,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8277,8277,415,8298,3,33906,26138,55,romance,2420507,19,316014532,9780000000000.0,Sara Zarr,2007.0,Story of a Girl,Story of a Girl,en-US,3.67,14282,15064,1608,391,1430,4626,4886,3731,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8283,8283,35125,8304,5,18404093,26138,126,romance,26037952,14,1250019699,9780000000000.0,Mary Kay Andrews,2014.0,Save the Date,Save the Date,eng,3.87,11080,12612,1158,202,632,3229,5133,3416,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8286,8286,12926,8307,2,22027055,26138,120,romance,39938149,16,,,Heather Burch,2014.0,One Lavender Ribbon ,One Lavender Ribbon,en-US,3.78,9175,12054,1014,401,1107,2943,3839,3764,https://images.gr-assets.com/books/1401681451m/22027055.jpg
8307,8307,36941,8328,5,17332564,26138,307,romance,24037773,31,006221635X,9780000000000.0,Katie Cotugno,2013.0,How to Love,How to Love,eng,3.73,12515,13848,1936,484,1280,3648,4528,3908,https://images.gr-assets.com/books/1366904609m/17332564.jpg
8309,8309,12583,8330,4,8720917,26138,363,romance,13593837,40,385613504,9780000000000.0,Jenny Downham,2010.0,You Against Me,You Against Me,eng,3.7,15118,16478,1397,538,1455,4543,5752,4190,https://images.gr-assets.com/books/1311064228m/8720917.jpg
8310,8310,6397,8331,3,343718,1691,29,action,1397270,17,439717000,9780000000000.0,Ann M. Martin,2005.0,A Dog's Life: Autobiography of a Stray,A Dog's Life: The Autobiography of a Stray,eng,4.18,11112,12615,1162,155,528,2156,3782,5994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8319,8319,456,8340,2,41958,26138,76,romance,41459,78,752865366,9780000000000.0,Maeve Binchy,2004.0,Nights of Rain and Stars,Nights of Rain and Stars,en-GB,3.67,12365,14137,1015,282,1158,4544,5117,3036,https://images.gr-assets.com/books/1355496059m/41958.jpg
8321,8321,17401,8342,4,12546674,26138,460,romance,17533854,27,1467964409,9780000000000.0,Catherine Bybee,2011.0,Wife by wednesday,"Wife by Wednesday (The Weekday Brides, #1)",eng,3.77,10586,16368,1174,347,1115,4645,6122,4139,https://images.gr-assets.com/books/1355031471m/12546674.jpg
8323,8323,27689,8344,2,21473305,26138,169,romance,36292766,8,,,L.A. Casey,2014.0,,"Dominic (Slater Brothers, #1)",eng,4.08,19434,20084,1692,685,1085,3200,6079,9035,https://images.gr-assets.com/books/1395291295m/21473305.jpg
8330,8330,10129,8351,4,6634409,26138,603,romance,6828809,17,425227944,9780000000000.0,Maya Banks,2010.0,The Darkest Hour,"The Darkest Hour (KGI, #1)",eng,4.17,19619,21205,1329,267,707,3440,7593,9198,https://images.gr-assets.com/books/1327927870m/6634409.jpg
8335,8335,1349,8356,4,287655,26138,9,romance,42252,20,452286107,9780000000000.0,"Clare Naylor, Mimi Hare",2004.0,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,en-US,3.52,11268,11515,281,425,1424,3843,3363,2460,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8337,8337,1948,8358,4,71870,1691,44,action,69587,42,043985802X,9780000000000.0,John Marsden,1996.0,"Darkness, Be My Friend","Darkness, Be My Friend (Tomorrow, #4)",en-US,4.11,12447,13894,330,57,369,2694,5620,5154,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8343,8343,27250,8364,4,17835773,26138,326,romance,24956536,11,,,Abbi Glines,2013.0,Misbehaving,"Misbehaving (Sea Breeze, #6)",eng,4.18,18648,19439,1151,143,586,3358,6936,8416,https://images.gr-assets.com/books/1415353706m/17835773.jpg
8349,8349,7333,8370,4,3700085,26138,39,romance,3743599,35,545054745,9780000000000.0,Francisco X. Stork,2008.0,Marcelo in the Real World,Marcelo in the Real World,eng,3.95,14651,15701,2487,331,821,3263,6213,5073,https://images.gr-assets.com/books/1328838330m/3700085.jpg
8371,8371,38724,8392,5,23545800,26138,417,romance,43145292,16,,,Claire Contreras,2015.0, Kaleidoscope Hearts,"Kaleidoscope Hearts (Hearts, #1)",eng,4.06,15396,19275,2231,267,841,3496,7484,7187,https://images.gr-assets.com/books/1421251011m/23545800.jpg
8373,8373,32263,8394,4,21518679,26138,338,romance,25365963,9,,,Harper Sloan,2013.0,,"Cage (Corps Security, #2)",eng,4.29,7591,24732,1901,237,600,3112,8487,12296,https://images.gr-assets.com/books/1395241820m/21518679.jpg
8374,8374,29954,8395,3,18246727,26138,162,romance,25697736,10,,,Tarryn Fisher,2014.0,Mud Vein,Mud Vein,eng,4.11,16593,16961,3439,477,1046,2611,4882,7945,https://images.gr-assets.com/books/1379536072m/18246727.jpg
8387,8387,12858,8408,5,8712343,26138,219,romance,13585210,24,575100133,9780000000000.0,Nalini Singh,2011.0,,Kiss of Snow (Psy-Changeling #10),eng,4.47,18759,22212,1589,127,338,2057,6237,13453,https://images.gr-assets.com/books/1417116892m/8712343.jpg
8402,8402,415,8423,5,47944,26138,138,romance,46927,14,142500593,9780000000000.0,Sara Ryan,2001.0,Empress of the World,"Empress of the World (Battle Hall Davies, #1)",en-US,3.73,11076,11263,431,405,1069,3166,3114,3509,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8421,8421,10202,8442,4,16150996,26138,197,romance,21987208,8,,,Aleatha Romig,2013.0,,"Convicted (Consequences, #3)",eng,4.38,16329,18224,2226,310,470,1897,4814,10733,https://images.gr-assets.com/books/1378036825m/16150996.jpg
8460,8460,24687,8481,4,11133791,26138,64,romance,16057047,9,1416983309,9780000000000.0,Ellen Hopkins,2012.0,Tilt,Tilt,eng,4.2,12141,12729,986,202,487,2016,3894,6130,https://images.gr-assets.com/books/1346263814m/11133791.jpg
8462,8462,30046,8483,4,17569860,26138,208,romance,24508292,14,149033274X,9780000000000.0,J.C. Reed,2013.0,,"Conquer Your Love (Surrender Your Love, #2)",eng,4.01,16089,19051,831,268,903,3900,7234,6746,https://images.gr-assets.com/books/1370248780m/17569860.jpg
8467,8467,27867,8488,5,17443673,26138,412,romance,24321178,18,1482658143,9780000000000.0,Amy Harmon,2013.0,A Different Blue,A Different Blue,eng,4.22,14183,19902,2546,266,658,2776,6977,9225,https://images.gr-assets.com/books/1364846607m/17443673.jpg
8472,8472,23726,8493,2,12924253,26138,137,romance,18079694,21,62048546,9780000000000.0,Anna Carey,2012.0,Once,"Once (Eve, #2)",en-US,3.9,15315,16382,1161,292,1000,4020,5769,5301,https://images.gr-assets.com/books/1321127130m/12924253.jpg
8473,8473,31709,8494,5,17970255,26138,377,romance,25189752,14,,,Samantha Young,2013.0,Into the Deep,"Into the Deep (Into the Deep, #1)",eng,4.09,19288,19710,1615,267,703,3455,7770,7515,https://images.gr-assets.com/books/1373117694m/17970255.jpg
8475,8475,2449,8496,5,384457,26138,718,romance,1734360,23,312363044,9780000000000.0,"Jennifer Crusie, Bob Mayer",2007.0,Agnes and the Hitman,Agnes and the Hitman,eng,3.93,15848,16850,1476,399,1010,3856,5695,5890,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8480,8480,4251,8501,5,16127237,26138,64,romance,21422049,69,345540875,9780000000000.0,Lori Nelson Spielman,2013.0,The Life List,The Life List,eng,4.08,8301,12773,1900,171,538,2315,4820,4929,https://images.gr-assets.com/books/1354593069m/16127237.jpg
8484,8484,15379,8505,1,10844125,26138,151,romance,15758551,34,031609739X,9780000000000.0,"James Patterson, Richard DiLallo",2011.0,The Christmas Wedding,The Christmas Wedding,eng,3.32,12736,14248,1835,972,2300,4791,3564,2621,https://images.gr-assets.com/books/1327889901m/10844125.jpg
8497,8497,23750,8518,4,11665750,26138,519,romance,16610933,9,,,Kristen Ashley,2011.0,At Peace,"At Peace (The 'Burg, #2)",en-GB,4.49,23308,23659,1744,179,377,1787,6642,14674,https://images.gr-assets.com/books/1327913073m/11665750.jpg
8506,8506,10269,8527,4,8158992,26138,442,romance,13001065,27,1451649916,9780000000000.0,Kresley Cole,2013.0,MacRieve,"MacRieve (Immortals After Dark, #14)",eng,4.3,17488,20164,1527,147,503,2563,6796,10155,https://images.gr-assets.com/books/1360517706m/8158992.jpg
8515,8515,8127,8536,4,6021523,26138,25,romance,6196976,20,345498208,9780000000000.0,Nancy Thayer,2009.0,Summer House,Summer House,eng,3.91,11460,12150,551,159,530,3171,4711,3579,https://images.gr-assets.com/books/1320412131m/6021523.jpg
8519,8519,11859,8540,3,9266769,26138,71,romance,14147620,54,61728934,9780000000000.0,Candace Bushnell,2011.0,Summer and the City,"Summer and the City (The Carrie Diaries, #2)",en-US,3.63,11366,12781,1046,315,1277,4123,4224,2842,https://images.gr-assets.com/books/1366212836m/9266769.jpg
8531,8531,240,8552,5,11436,26138,27,romance,281025,27,84386874,9780000000000.0,"Karen Kingsbury, Gary Smalley",2004.0,Rejoice,"Rejoice (Redemption, #4)",eng,4.45,11013,11597,193,40,148,1233,3355,6821,https://images.gr-assets.com/books/1406505041m/11436.jpg
8534,8534,25,8555,4,87425,1691,101,action,885675,67,1405208198,9780000000000.0,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",1960.0,,"Tintin in Tibet (Tintin, #20)",eng,4.2,10146,11739,309,69,280,2056,4177,5157,https://images.gr-assets.com/books/1327958643m/87425.jpg
8538,8538,1297,8559,3,1015311,26138,49,romance,2553131,18,1931514941,9780000000000.0,Ken Akamatsu,1999.0,ラブひな #1,"Love Hina, Vol. 01",eng,3.73,10926,11046,119,684,1135,2594,2664,3969,https://images.gr-assets.com/books/1324954179m/1015311.jpg
8541,8541,2817,8562,3,891812,26138,645,romance,3062691,50,380753022,9780000000000.0,Johanna Lindsey,1990.0,Gentle Rogue,"Gentle Rogue (Malory-Anderson Family, #3)",en-US,4.23,15496,16709,566,137,496,2686,5482,7908,https://images.gr-assets.com/books/1333636257m/891812.jpg
8544,8544,925,8565,3,115476,1691,38,action,678519,373,486424529,9780000000000.0,Joseph Conrad,1904.0,Nostromo: a Tale of the Seaboard,Nostromo,eng,3.81,11478,12681,463,465,986,2933,4362,3935,https://images.gr-assets.com/books/1328865264m/115476.jpg
8549,8549,242,8570,4,59142,26138,22,romance,1399014,479,019280474X,9780000000000.0,"Honoré de Balzac, Sylvia Raphael, Christopher Prendergast",1833.0,Eugénie Grandet,Eugénie Grandet,eng,3.79,11028,13280,445,238,945,3626,5028,3443,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8552,8552,6557,8573,1,11387392,26138,277,romance,10965894,25,803737203,9780000000000.0,Jess Rothenberg,2012.0,The Catastrophic History of You and Me,The Catastrophic History of You and Me,en-US,4.04,12890,14184,1965,347,762,2601,4720,5754,https://images.gr-assets.com/books/1327879884m/11387392.jpg
8576,8576,530,8597,2,301023,26138,50,romance,292090,10,810987880,9780000000000.0,Lauren Myracle,2004.0,"ttyl (Internet Girls, #1)","ttyl (Internet Girls, #1)",en-US,3.46,14505,14790,1824,1006,2083,4412,3749,3540,https://images.gr-assets.com/books/1350771009m/301023.jpg
8578,8578,3251,8599,3,1898916,26138,111,romance,1900553,19,1421515636,9780000000000.0,"Matsuri Hino, Tomo Kimura",2006.0,ヴァンパイア騎士 4,"Vampire Knight, Vol. 4 (Vampire Knight, #4)",eng,4.31,13515,13718,205,175,477,1987,3365,7714,https://images.gr-assets.com/books/1318835401m/1898916.jpg
8582,8582,22829,8603,3,13601550,26138,196,romance,19194363,10,,,L.D. Davis,2012.0,,"Accidentally on Purpose (Accidentally on Purpose, #1)",eng,3.94,16958,17092,1212,494,935,3377,6521,5765,https://images.gr-assets.com/books/1465749207m/13601550.jpg
8586,8586,3470,8607,3,828483,1540,50,action,4413351,23,340894334,9780000000000.0,Robert Muchamore,2005.0,The Killing (Cherub #4),"The Killing (Cherub, #4)",eng,4.12,11584,12355,306,85,423,2411,4417,5019,https://images.gr-assets.com/books/1409557087m/828483.jpg
8608,8608,19727,8629,4,11757975,26138,623,romance,16708410,26,,,Bella Andre,2011.0,The Look of Love,"The Look of Love (San Francisco Sullivans, #1; The Sullivans, #1)",eng,3.87,18776,19622,1285,506,1387,4543,6959,6227,https://images.gr-assets.com/books/1398783845m/11757975.jpg
8621,8621,28105,8642,3,18129852,26138,446,romance,25465053,17,,,"Penelope Douglas, Abby Craden, Nelson Hobbs",2014.0,Rival,"Rival (Fall Away, #2)",eng,4.16,21940,22806,1765,272,848,3671,8099,9916,https://images.gr-assets.com/books/1394971101m/18129852.jpg
8635,8635,14436,8657,4,17936925,26138,533,romance,25147432,27,425266869,9780000000000.0,Tammara Webber,2014.0,Breakable,"Breakable (Contours of the Heart, #2)",eng,4.06,17319,19321,2081,240,887,3777,7005,7412,https://images.gr-assets.com/books/1384787127m/17936925.jpg
8658,8658,240,8680,5,11432,26138,23,romance,2988535,27,842386882,9780000000000.0,"Karen Kingsbury, Gary Smalley",2004.0,Reunion,"Reunion (Redemption, #5)",en-US,4.49,11105,11586,258,45,152,1098,3086,7205,https://images.gr-assets.com/books/1406506549m/11432.jpg
8662,8662,31469,8684,5,17557143,26138,204,romance,24989372,13,,,J.S. Scott,2013.0,The Billionaire's Obsession ~ Simon,"The Billionaire's Obsession ~ Simon (The Billionaire's Obsession, #1)",eng,4.0,7492,16989,856,452,935,3307,5796,6499,https://images.gr-assets.com/books/1362454880m/17557143.jpg
8667,8667,5818,8689,4,2449962,26138,201,romance,4084010,47,778325504,9780000000000.0,Debbie Macomber,2008.0,Twenty Wishes,"Twenty Wishes (Blossom Street, #5)",eng,4.16,12324,13481,1099,88,393,2471,4886,5643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8696,8696,33114,8718,5,18052985,26138,1348,romance,25337669,16,62240196,9780000000000.0,Tessa Dare,2014.0,Romancing the Duke,"Romancing the Duke (Castles Ever After, #1)",eng,3.91,15558,17707,2043,451,870,3966,6938,5482,https://images.gr-assets.com/books/1377311107m/18052985.jpg
8711,8711,3163,8733,4,194808,1691,46,action,1618080,78,968709184,9780000000000.0,Jack London,1903.0,To Build a Fire,To Build a Fire,eng,3.92,12133,12653,441,330,815,2781,4290,4437,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8717,8717,7956,8739,3,15732712,26138,89,romance,21413550,50,7350481,9780000000000.0,Cecelia Ahern,2012.0,One Hundred Names,One Hundred Names,eng,3.75,10994,13925,1681,265,1049,3978,5210,3423,https://images.gr-assets.com/books/1421928433m/15732712.jpg
8722,8722,38724,8744,5,23844390,26138,445,romance,43454866,14,,9780000000000.0,Karina Halle,2014.0,,The Pact,eng,3.91,13354,19110,2171,398,1120,4152,7593,5847,https://images.gr-assets.com/books/1418886372m/23844390.jpg
8723,8723,1501,8745,4,266765,26138,65,romance,1181396,48,552551317,9780000000000.0,Jacqueline Wilson,1997.0,Girls in Love,"Girls in Love (Girls, #1)",eng,3.53,11953,12440,221,508,1514,4215,3290,2913,https://images.gr-assets.com/books/1438919442m/266765.jpg
8736,8736,23804,8758,5,22431039,26138,466,romance,41852426,32,1476778019,9780000000000.0,Christina Lauren,2015.0,Beautiful Secret,"Beautiful Secret (Beautiful Bastard, #4)",eng,4.13,17215,19915,1699,207,807,3402,7249,8250,https://images.gr-assets.com/books/1416624825m/22431039.jpg
8740,8740,26731,8762,4,21411887,26138,308,romance,40712976,21,1476776075,9780000000000.0,Abbi Glines,2014.0,,"You Were Mine (Rosemary Beach, #9)",eng,4.26,17714,19503,1427,138,464,2609,7214,9078,https://images.gr-assets.com/books/1402067293m/21411887.jpg
8741,8741,203,8763,3,40313,26138,304,romance,1268433,21,031298328X,9780000000000.0,"Janet Evanovich, Charlotte Hughes",2002.0,Full Tilt,Full Tilt (Full #2),en-US,3.7,14923,15433,319,261,1407,5010,4769,3986,https://images.gr-assets.com/books/1479699860m/40313.jpg
8747,8747,28105,8769,3,18693621,26138,362,romance,26542165,15,425272354,9780000000000.0,Joanna Wylde,2014.0,Devil's Game,"Devil's Game (Reapers MC, #3)",eng,4.3,20085,23102,1909,143,422,2920,8536,11081,https://images.gr-assets.com/books/1433115819m/18693621.jpg
8757,8757,11282,8780,3,8369681,26138,334,romance,13225041,10,545240778,9780000000000.0,Elizabeth Eulberg,2011.0,Prom and Prejudice,Prom and Prejudice,eng,3.82,16286,16771,1805,363,1363,4502,5182,5361,https://images.gr-assets.com/books/1281991654m/8369681.jpg
8765,8765,319,8788,3,14028,26138,68,romance,1855151,115,679761047,9780000000000.0,"Yasunari Kawabata, Edward G. Seidensticker",1937.0,雪国 ,Snow Country,eng,3.7,9942,12499,1095,279,1120,3629,4562,2909,https://images.gr-assets.com/books/1474272606m/14028.jpg
8793,8793,6253,8816,1,4609710,26138,25,romance,4659599,39,039915583X,9780000000000.0,Kate Jacobs,2007.0,Knit Two,"Knit Two (Friday Night Knitting Club, #2)",en-US,3.47,11843,13930,1613,238,1485,5585,4691,1931,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8811,8811,27867,8834,5,17166702,26138,301,romance,23593652,4,,,Willow Aster,2013.0,True Love Story,True Love Story,eng,4.08,18327,18370,1873,484,896,2993,6267,7730,https://images.gr-assets.com/books/1358169338m/17166702.jpg
8819,8819,15,8842,3,23232,26138,125,romance,1009041,10,375836578,9780000000000.0,David Levithan,2004.0,The Realm of Possibility,The Realm of Possibility,en-US,3.94,13390,13768,1161,328,892,3036,4504,5008,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8837,8837,610,8860,3,114141,26138,513,romance,1615707,70,515122734,9780000000000.0,Nora Roberts,1997.0,Sanctuary,Sanctuary,eng,3.87,14219,15487,405,173,865,4365,5505,4579,https://images.gr-assets.com/books/1351342765m/114141.jpg
8839,8839,35942,8862,3,23355896,26138,425,romance,42912504,25,698193032,9780000000000.0,J.R. Ward,2015.0,The Bourbon Kings,"The Bourbon Kings (The Bourbon Kings, #1)",eng,3.87,11476,14619,2200,575,1041,3046,5051,4906,https://images.gr-assets.com/books/1414595442m/23355896.jpg
8846,8846,39211,8869,5,24465724,26138,272,romance,44058574,17,8143676,9780000000000.0,Kiera Cass,2015.0,Happily Ever After,"Happily Ever After (The Selection, #0.4, 0.5, 2.5, 2.6)",eng,4.22,15230,18380,1872,153,532,3004,6186,8505,https://images.gr-assets.com/books/1427449095m/24465724.jpg
8849,8849,2966,8872,4,107773,26138,385,romance,3727,60,743430336,9780000000000.0,Julie Garwood,2001.0,Mercy,"Mercy (Buchanan-Renard, #2)",eng,4.11,14108,15678,432,106,494,3072,5936,6070,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8852,8852,1444,8875,4,170529,26138,146,romance,164669,27,689855532,9780000000000.0,Sonya Sones,2001.0,What My Mother Doesn't Know,What My Mother Doesn't Know (What My Mother Doesn't Know #1),eng,3.83,12388,13332,1457,336,1052,3440,4266,4238,https://images.gr-assets.com/books/1355585638m/170529.jpg
8860,8860,8079,8883,5,420739,26138,583,romance,409872,39,671019708,9780000000000.0,Linda Howard,1995.0,After the Night,After the Night,en-GB,4.1,17345,18642,936,293,806,3342,6560,7641,https://images.gr-assets.com/books/1337053790m/420739.jpg
8866,8866,47688,8889,5,23714544,26138,241,romance,43324379,14,,,Jamie McGuire,2016.0,Beautiful Burn,"Beautiful Burn (The Maddox Brothers, #4)",eng,4.11,11884,15662,1318,258,678,2763,5384,6579,https://images.gr-assets.com/books/1452456357m/23714544.jpg
