,Unnamed: 0,user_id,book_id,rating,goodreads_book_id,tag_id,count,genre_x,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
8237,8237,27018,8258,4,18594594,20939,209,mystery,26341000,41,345547497,9780000000000.0,Karin Slaughter,2014.0,Cop Town,Cop Town,eng,3.88,10660,13997,1704,274,780,3299,5612,4032,https://images.gr-assets.com/books/1384822680m/18594594.jpg
8257,8257,2189,8278,4,6688087,20939,858,mystery,5851700,41,547229895,9780000000000.0,Elly Griffiths,2009.0,The Crossing Places,"The Crossing Places (Ruth Galloway, #1)",en-GB,3.87,12427,15671,1802,188,689,3967,6974,3853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8259,8259,983,8280,3,39799,20939,257,mystery,1428663,94,99448874,9780000000000.0,"Henning Mankell, Ebba Segerberg",1997.0,Steget efter,"One Step Behind  (Kurt Wallander, #7)",eng,4.08,10619,13172,617,98,289,2329,6177,4279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8278,8278,32802,8299,5,18108795,30358,132,suspense,25384470,15,,,Lee Child,2013.0,High Heat,High Heat (Jack Reacher #17.5),eng,3.93,4842,13153,682,211,709,3092,4919,4222,https://images.gr-assets.com/books/1467986444m/18108795.jpg
8280,8280,19940,8301,4,13252406,20939,479,mystery,18453476,34,399158812,9780000000000.0,J.D. Robb,2012.0,Delusion in Death,"Delusion in Death (In Death, #35)",en-US,4.31,13716,16990,1154,88,253,2227,6131,8291,https://images.gr-assets.com/books/1334022208m/13252406.jpg
8293,8293,9080,8314,2,18693753,20939,246,mystery,26732116,28,670016381,9780000000000.0,Elizabeth Little,2014.0,Dear Daughter,Dear Daughter,eng,3.44,10004,11822,1452,562,1439,3924,4036,1861,https://images.gr-assets.com/books/1395618683m/18693753.jpg
8301,8301,13277,8322,4,10532477,20939,626,mystery,15438779,37,1401324436,9780000000000.0,Richard Castle,2011.0,Heat Rises,"Heat Rises (Nikki Heat, #3)",en-US,3.92,12449,15087,1296,79,512,3986,6457,4053,https://images.gr-assets.com/books/1302579268m/10532477.jpg
8305,8305,881,8326,3,18090147,20939,179,mystery,25146823,22,62285505,9780000000000.0,Rene Denfeld,2014.0,The Enchanted,The Enchanted,eng,3.96,11515,13413,2636,314,744,2646,5185,4524,https://images.gr-assets.com/books/1373991244m/18090147.jpg
8313,8313,296,8334,4,3757,30358,225,suspense,3131771,127,142002038,9780000000000.0,Ian Fleming,1958.0,Dr. No,"Doctor No (James Bond, #6)",eng,3.76,10569,13460,686,121,754,4202,5509,2874,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8314,8314,14949,8335,2,18090150,20939,248,mystery,25337782,70,62291408,9780000000000.0,"Isabel Allende, Oliver Brock, Frank Wynne",2013.0,El juego de Ripper,Ripper,eng,3.24,8919,12129,1950,893,1983,4163,3484,1606,https://images.gr-assets.com/books/1422871316m/18090150.jpg
8356,8356,10496,8377,3,244102,20939,443,mystery,236496,32,042518546X,9780000000000.0,C.J. Box,2001.0,Open Season,"Open Season (Joe Pickett, #1)",en-US,3.91,10659,13377,1220,207,551,3187,5730,3702,https://images.gr-assets.com/books/1255789732m/244102.jpg
8366,8366,983,8387,4,39801,20939,353,mystery,67116,93,99464691,9780000000000.0,"Henning Mankell, Laurie Thompson",1993.0,Den vita lejoninnan,"The White Lioness (Kurt Wallander, #3)",eng,3.84,10678,13705,888,144,662,3684,6022,3193,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8376,8376,956,8397,4,294044,30358,225,suspense,1544016,35,60521600,9780000000000.0,James Rollins,2003.0,Ice Hunt,Ice Hunt,eng,4.04,12302,13347,453,99,497,2872,5209,4670,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8378,8378,714,8399,1,79016,30358,45,suspense,1813641,60,312997124,9780000000000.0,Jeffrey Archer,1983.0,First Among Equals,First Among Equals,eng,3.87,11171,11940,265,127,552,3227,4914,3120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8386,8386,40245,8407,3,17570105,30358,119,suspense,24508931,32,1442364459,9780000000000.0,"Vince Flynn, Kyle Mills, Armand Schultz",2015.0,The Survivor,"The Survivor (Mitch Rapp, #14)",eng,4.2,6945,12140,925,105,299,1770,4902,5064,https://images.gr-assets.com/books/1443534014m/17570105.jpg
8391,8391,101,8412,5,104737,20939,485,mystery,1039296,40,6514944,9780000000000.0,Laurie R. King,1995.0,A Monstrous Regiment of Women,"A Monstrous Regiment of Women (Mary Russell, #2)",eng,4.04,15363,18005,1397,112,561,3704,7788,5840,https://images.gr-assets.com/books/1334169424m/104737.jpg
8397,8397,284,8418,5,1050383,20939,236,mystery,2209673,59,034083384X,9780000000000.0,Jeffery Deaver,2007.0,The Sleeping Doll,"The Sleeping Doll (Kathryn Dance, #1)",eng,3.92,11895,13826,857,149,549,3401,5877,3850,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8399,8399,746,8420,5,107017,20939,22,mystery,3655307,24,1401200605,9780000000000.0,"Jeph Loeb, Jim Lee, Scott Williams",2002.0,Batman Hush #1,"Batman: Hush, Vol. 1",eng,4.1,31527,32057,273,1350,1408,5013,9223,15063,https://images.gr-assets.com/books/1460914534m/107017.jpg
8400,8400,8683,8421,3,13112023,30358,56,suspense,18285607,30,778313654,9780000000000.0,Heather Gudenkauf,2012.0,One Breath Away,One Breath Away,eng,3.98,13179,14331,1943,161,653,3113,5820,4584,https://images.gr-assets.com/books/1333763497m/13112023.jpg
8401,8401,7686,8422,4,2967316,20939,123,mystery,2996853,48,743292511,9780000000000.0,Greg Iles,2009.0,The Devil's Punchbowl,The Devil's Punchbowl,eng,4.05,10626,13052,1036,155,458,2461,5478,4500,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8410,8410,180,8431,2,372384,20939,264,mystery,14597674,55,440225450,9780000000000.0,Harlan Coben,1999.0,The Final Detail,The Final Detail (Myron Bolitar #6),eng,4.0,11989,14482,628,76,353,3200,6669,4184,https://images.gr-assets.com/books/1300230473m/372384.jpg
8413,8413,14640,8434,4,23398961,20939,82,mystery,42955463,8,451470893,9780000000000.0,Karen   White,2015.0,,The Sound of Glass,eng,3.98,9755,11571,1615,149,458,2377,5070,3517,https://images.gr-assets.com/books/1446574357m/23398961.jpg
8423,8423,7576,8444,3,4946005,29076,68,suspense,21899169,49,553807145,9780000000000.0,Dean Koontz,2009.0,Relentless,Relentless,en-US,3.71,12416,13662,1223,394,1016,4015,4940,3297,https://images.gr-assets.com/books/1320399029m/4946005.jpg
8440,8440,47984,8461,4,25773504,20939,109,mystery,45622200,16,1250010136,9780000000000.0,Lisa Scottoline,2016.0,,Most Wanted,eng,3.56,10007,12358,1657,437,1348,3878,4241,2454,https://images.gr-assets.com/books/1443635774m/25773504.jpg
8446,8446,14383,8467,4,16158527,20939,210,mystery,21998943,23,399159312,9780000000000.0,John Sandford,2013.0,Silken Prey,"Silken Prey (Lucas Davenport, #23)",eng,4.16,10456,13640,1263,69,261,2149,6117,5044,https://images.gr-assets.com/books/1355077509m/16158527.jpg
8447,8447,23135,8468,5,13593555,20939,178,mystery,19154449,17,399157700,9780000000000.0,John Sandford,2012.0,,"Mad River (Virgil Flowers, #6)",eng,4.17,11286,13819,1058,65,249,2200,6025,5280,https://images.gr-assets.com/books/1341499403m/13593555.jpg
8452,8452,31071,8473,3,15793231,20939,195,mystery,18670766,25,1250021529,9780000000000.0,Emily Murdoch,2013.0,If You Find Me,If You Find Me,eng,4.06,13683,15455,2662,210,616,2760,6377,5492,https://images.gr-assets.com/books/1369597694m/15793231.jpg
8453,8453,490,8474,3,13065,20939,156,mystery,923380,26,044669570X,9780000000000.0,Carl Hiaasen,1991.0,Native Tongue,"Native Tongue (Skink, #2)",eng,3.94,10717,11782,503,89,399,2900,5140,3254,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8493,8493,1354,8514,3,43352,20939,446,mystery,2643785,61,671888587,9780000000000.0,Mary Higgins Clark,1993.0,I'll Be Seeing You,I'll Be Seeing You,eng,3.79,13804,14668,305,81,668,4907,5597,3415,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8520,8520,370,8541,3,142545,20939,242,mystery,301685,73,1410400964,9780000000000.0,Jeffery Deaver,2002.0,The Stone Monkey,"The Stone Monkey (Lincoln Rhyme, #4)",eng,3.94,11769,13676,450,99,476,3469,5682,3950,https://images.gr-assets.com/books/1336331827m/142545.jpg
8521,8521,2464,8542,4,210243,20939,602,mystery,2635612,47,042520426X,9780000000000.0,J.D. Robb,2005.0,Origin in Death,"Origin in Death (In Death, #21)",eng,4.34,16775,18687,597,34,231,2411,6602,9409,https://images.gr-assets.com/books/1410761398m/210243.jpg
8524,8524,682,8545,2,84842,20939,146,mystery,1744878,49,055358359X,9780000000000.0,Tami Hoag,2006.0,Prior Bad Acts,"Prior Bad Acts (Kovac and Liska, #3)",eng,4.07,11454,12674,463,84,306,2643,5210,4431,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8529,8529,12248,8550,4,23197346,30358,53,suspense,45955392,23,446580856,9780000000000.0,Nelson DeMille,2015.0,Radiant Angel,"Radiant Angel (John Corey, #7)",eng,3.84,6590,10607,1234,184,582,2780,4246,2815,https://images.gr-assets.com/books/1427202729m/23197346.jpg
8533,8533,8655,8554,4,13597723,20939,666,mystery,19187762,19,1423168232,9780000000000.0,Jennifer Lynn Barnes,2013.0,The Naturals,"The Naturals (The Naturals, #1)",eng,4.16,16704,18010,2671,209,595,2984,6452,7770,https://images.gr-assets.com/books/1374862751m/13597723.jpg
8535,8535,983,8556,4,39798,20939,250,mystery,67171,77,99459051,9780000000000.0,"Henning Mankell, Ebba Segerberg",1997.0,Brandvägg,"Firewall (Wallander, #8)",eng,3.95,10138,12414,582,102,457,2790,5656,3409,https://images.gr-assets.com/books/1341858941m/39798.jpg
8551,8551,6597,8572,4,82991,20939,332,mystery,80125,59,312340710,9780000000000.0,"Arnaldur Indriðason, Bernard Scudder",2001.0,Grafarþögn,Silence of the Grave (Inspector Erlendur #4),eng,3.94,8918,12145,930,150,459,2723,5478,3335,https://images.gr-assets.com/books/1316131788m/82991.jpg
8553,8553,2479,8574,3,7906105,20939,141,mystery,11169441,19,805090053,9780000000000.0,April Henry,2010.0,"Girl, Stolen","Girl, Stolen (Girl, Stolen #1)",eng,3.99,13108,13945,2006,212,713,3200,4724,5096,https://images.gr-assets.com/books/1316730155m/7906105.jpg
8558,8558,15652,8579,5,15806231,20939,511,mystery,21530499,33,399158820,9780000000000.0,J.D. Robb,2013.0,Calculated in Death,"Calculated in Death (In Death, #36)",eng,4.23,12807,16402,1199,108,380,2500,5985,7429,https://images.gr-assets.com/books/1346079575m/15806231.jpg
8562,8562,21912,8583,3,29925715,20939,88,mystery,50301699,13,,,Louise Jensen,2016.0,The Sister,The Sister,eng,3.77,11603,21116,1214,768,1492,5437,7470,5949,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8567,8567,77,8588,4,432,20939,126,mystery,2434710,25,140097317,9780140097310.0,Paul Auster,1985.0,City of Glass,"City of Glass (The New York Trilogy, #1)",eng,3.81,10157,11176,683,230,853,2758,4320,3015,https://images.gr-assets.com/books/1309986722m/432.jpg
8569,8569,7570,8590,3,7264206,20939,444,mystery,8349215,37,61160881,9780000000000.0,Elizabeth  George,2010.0,This Body of Death,"This Body of Death (Inspector Lynley, #16)",en-US,4.01,12396,13700,1084,175,515,2785,5745,4480,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8575,8575,5251,8596,4,1689469,20939,232,mystery,1686300,39,743281640,9780000000000.0,Robert Crais,2008.0,Chasing Darkness,"Chasing Darkness (Elvis Cole, #12)",en-US,4.18,11070,12786,587,50,197,2009,5629,4901,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8587,8587,180,8608,3,43929,20939,257,mystery,14597691,50,752849190,9780000000000.0,Harlan Coben,1999.0,Darkest Fear,Darkest Fear (Myron Bolitar #7),eng,4.03,10955,14064,634,73,303,2928,6603,4157,https://images.gr-assets.com/books/1315745037m/43929.jpg
8594,8594,12445,8615,4,13007638,20939,516,mystery,16243683,36,749955910,9780000000000.0,J.D. Robb,2012.0,Celebrity in Death,"Celebrity in Death (In Death, #34)",eng,4.28,13182,17472,1112,85,301,2471,6392,8223,https://images.gr-assets.com/books/1328318908m/13007638.jpg
8603,8603,7686,8624,3,6433836,20939,238,mystery,6623336,27,399155988,9780000000000.0,John Sandford,2009.0,Rough Country,"Rough Country (Virgil Flowers, #3)",en-US,4.15,12594,14486,765,60,316,2468,6148,5494,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8607,8607,266,8628,5,25663888,30358,178,suspense,45486802,39,1250067847,9780000000000.0,Gregg Hurwitz,2016.0,Orphan X,"Orphan X (Orphan X, #1)",eng,4.08,10320,14983,1971,188,539,2559,6349,5348,https://images.gr-assets.com/books/1435262799m/25663888.jpg
8610,8610,296,8631,3,31271,30358,111,suspense,3351575,55,752858637,9780000000000.0,Robert Ludlum,1973.0,The Matlock Paper,The Matlock Paper,eng,3.86,11118,11491,75,92,521,3305,4595,2978,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8617,8617,6115,8638,3,3545387,20939,195,mystery,3587409,25,1416593381,9780000000000.0,Lisa Lutz,2009.0,Revenge of the Spellmans,"Revenge of the Spellmans (The Spellmans, #3)",en-US,4.14,14258,15174,954,176,359,2481,6382,5776,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8619,8619,706,8640,5,93575,20939,337,mystery,341789,72,61043494,9780000000000.0,Dorothy L. Sayers,1935.0,Gaudy Night,"Gaudy Night (Lord Peter Wimsey, #12)",eng,4.26,14750,16378,1203,166,526,2267,5352,8067,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8623,8623,12256,8644,2,10399742,20939,113,mystery,15303665,34,1846058317,9780000000000.0,"James Patterson, Mark Pearson",2011.0,Private London,Private London (Private #4),eng,3.75,9922,12899,891,209,944,3825,4836,3085,https://images.gr-assets.com/books/1328415596m/10399742.jpg
8625,8625,4261,8646,3,204479,20939,407,mystery,197869,22,,9780000000000.0,Gemma Halliday,2006.0,Spying in High Heels,"Spying in High Heels (High Heels, #1)",eng,3.67,11034,14015,1247,354,1226,4302,4906,3227,https://images.gr-assets.com/books/1327885046m/204479.jpg
8626,8626,792,8647,4,776159,20939,405,mystery,1939840,129,394758250,9780000000000.0,Raymond Chandler,1943.0,The Lady in the Lake,"The Lady in the Lake (Philip Marlowe, #4)",eng,4.07,11613,13285,702,35,301,2638,6098,4213,https://images.gr-assets.com/books/1501530591m/776159.jpg
8627,8627,39053,8649,5,22571612,20939,145,mystery,41907960,38,525954562,9780000000000.0,Lisa Gardner,2015.0,,"Crash & Burn (Tessa Leoni, #3)",eng,4.0,8644,12071,1371,132,522,2519,4995,3903,https://images.gr-assets.com/books/1403630851m/22571612.jpg
8651,8651,4797,8673,4,644655,20939,636,mystery,2327400,40,312359667,9780000000000.0,Ann Cleeves,2006.0,Raven Black,"Raven Black (Shetland Island, #1)",en-US,3.85,10617,14283,1405,190,682,3596,6447,3368,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8654,8654,1761,8676,3,1862313,20939,81,mystery,2886449,28,374299250,9780000000000.0,Richard Price,2008.0,Lush Life,Lush Life,eng,3.69,9478,10288,1553,203,725,3023,4439,1898,https://images.gr-assets.com/books/1316137153m/1862313.jpg
8663,8663,12503,8685,4,28965131,30358,363,suspense,49193186,30,125011117X,9780000000000.0,Sarah Pinborough,2017.0,Behind Her Eyes,Behind Her Eyes,eng,3.77,17944,21613,5003,658,1876,5082,8228,5769,https://images.gr-assets.com/books/1485279813m/28965131.jpg
8671,8671,5624,8693,4,6674372,20939,47,mystery,6869461,25,312576986,9780000000000.0,Randy Susan Meyers,2009.0,The Murderer's Daughters,The Murderer's Daughters,en-US,3.68,10567,12410,1240,179,903,4066,4832,2430,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8672,8672,1882,8694,2,1158706,20939,581,mystery,2501504,42,399154701,9780000000000.0,J.D. Robb,2008.0,Strangers in Death ,"Strangers in Death (In Death, #26)",eng,4.29,15651,17476,619,47,229,2573,6463,8164,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8688,8688,15818,8710,4,12022496,20939,174,mystery,17079585,31,345505719,9780000000000.0,Jonathan Kellerman,2012.0,Victims,"Victims (Alex Delaware, #27)",eng,3.94,10482,12555,839,85,467,3165,5245,3593,https://images.gr-assets.com/books/1313220531m/12022496.jpg
8689,8689,40074,8711,4,21530229,20939,247,mystery,40857932,22,345543122,9780000000000.0,"Janet Evanovich, Lee Goldberg",2014.0,,"The Job (Fox and O'Hare, #3)",eng,3.95,11337,14296,1361,76,460,3608,6117,4035,https://images.gr-assets.com/books/1410763754m/21530229.jpg
8691,8691,37258,8713,5,31194270,20939,33,mystery,50278264,5,,,Victoria Helen Stone,2016.0,"Evelyn, After","Evelyn, After",en-CA,3.64,9255,14969,836,579,1298,4430,5267,3395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8693,8693,28862,8715,5,16065538,30358,214,suspense,21856179,36,006178480X,9780000000000.0,James Rollins,2013.0,The Eye of God: A Sigma Force Novel,The Eye of God (Sigma Force #9),eng,4.11,9389,12423,1012,89,366,2194,5236,4538,https://images.gr-assets.com/books/1359823174m/16065538.jpg
8697,8697,4100,8719,4,25176,20939,534,mystery,3114345,25,451410815,9780000000000.0,Martha Grimes,1981.0,"The Man With a Load of Mischief (Richard Jury Mystery, #1)","The Man With a Load of Mischief (Richard Jury, #1)",eng,4.01,11947,12431,385,230,488,2547,4824,4342,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8701,8701,12819,8723,4,17978144,20939,105,mystery,25206651,22,1620402750,9780000000000.0,Lucie Whitehouse,2014.0,Before we met,Before We Met,eng,3.43,7826,10533,1113,310,1298,3978,3435,1512,https://images.gr-assets.com/books/1369569396m/17978144.jpg
8705,8705,7884,8727,3,7997069,30358,177,suspense,12502746,62,399157239,9780000000000.0,"Tom Clancy, Grant Blackwood",2010.0,Dead or Alive,"Dead or Alive (Jack Ryan Universe, #13)",eng,3.79,10644,12697,974,259,866,3450,4873,3249,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8708,8708,4026,8730,4,7099389,20939,197,mystery,7357104,52,1439156336,9780000000000.0,Jeffery Deaver,2010.0,The Burning Wire,"The Burning Wire (Lincoln Rhyme, #9)",en-US,4.04,11376,13314,759,96,445,2783,5507,4483,https://images.gr-assets.com/books/1441925165m/7099389.jpg
8729,8729,15877,8751,3,15985392,30358,100,suspense,21739837,47,399160450,9780000000000.0,"Tom Clancy, Mark Greaney",2012.0,Threat Vector,"Threat Vector (Jack Ryan Universe, #15)",en-US,4.1,8320,10984,773,92,319,1900,4711,3962,https://images.gr-assets.com/books/1352225908m/15985392.jpg
8734,8734,2808,8756,4,2230284,20939,244,mystery,2660568,72,1416549978,9780000000000.0,Jeffery Deaver,2008.0,The Broken Window,"The Broken Window (Lincoln Rhyme, #8)",eng,4.07,11706,13972,939,81,309,2734,6251,4597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8737,8737,6201,8759,4,17707654,20939,210,mystery,24757101,34,399157573,9780000000000.0,Patricia Cornwell,2013.0,Dust,"Dust (Kay Scarpetta, #21)",eng,3.53,9402,13154,1467,618,1574,4035,4029,2898,https://images.gr-assets.com/books/1376882052m/17707654.jpg
8742,8742,4349,8764,3,3173125,30358,175,suspense,3205574,62,316032220,9780000000000.0,Josh Bazell,2008.0,Beat the Reaper,Beat the Reaper (Peter Brown #1),en-US,3.79,10987,13114,2193,278,886,3311,5497,3142,https://images.gr-assets.com/books/1316092271m/3173125.jpg
8750,8750,47669,8772,1,20768868,20939,191,mystery,40106030,55,62325345,9780000000000.0,Patricia Cornwell,2014.0,Flesh and Blood,"Flesh and Blood (Kay Scarpetta, #22)",eng,3.67,8447,13068,1464,409,1282,3793,4368,3216,https://images.gr-assets.com/books/1403704254m/20768868.jpg
8758,8758,490,8781,3,13074,20939,189,mystery,1371155,41,044669567X,9780000000000.0,Carl Hiaasen,1993.0,Strip Tease,Strip Tease,en-US,3.82,11308,12460,578,94,580,3544,5464,2778,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8762,8762,32153,8785,5,16299341,20939,434,mystery,22427858,34,399164421,9780000000000.0,J.D. Robb,2013.0,Thankless in Death ,"Thankless in Death (In Death, #37)",eng,4.28,11740,15345,1178,85,304,2155,5428,7373,https://images.gr-assets.com/books/1371102498m/16299341.jpg
8767,8767,804,8790,4,66470,30358,117,suspense,932916,49,425161242,9780000000000.0,Robin Cook,1997.0,Chromosome 6,"Chromosome 6 (Jack Stapleton & Laurie Montgomery, #3)",en-US,3.89,11572,12116,257,122,600,3297,4613,3484,https://images.gr-assets.com/books/1290140777m/66470.jpg
8774,8774,12377,8797,5,9893355,20939,191,mystery,14785462,14,62081896,9780000000000.0,Sara Shepard,2012.0,"Stunning (Pretty Little Liars, #11)","Stunning (Pretty Little Liars, #11)",en-US,3.95,13636,14426,792,229,939,3459,4449,5350,https://images.gr-assets.com/books/1320516289m/9893355.jpg
8777,8777,3533,8800,3,3276072,20939,226,mystery,3312354,24,375834869,9780000000000.0,Carl Hiaasen,2009.0,Scat,Scat,en-US,3.94,13291,14382,1844,173,679,3421,5739,4370,https://images.gr-assets.com/books/1293763551m/3276072.jpg
8799,8799,4286,8822,4,18079757,20939,451,mystery,25387053,36,039916443X,9780000000000.0,J.D. Robb,2014.0,Concealed in Death,"Concealed in Death (In Death, #38)",eng,4.25,10444,14867,1180,73,286,2185,5647,6676,https://images.gr-assets.com/books/1457447121m/18079757.jpg
8801,8801,370,8824,3,37298,20939,243,mystery,179738,30,425152898,9780000000000.0,John Sandford,1995.0,Mind Prey,"Mind Prey (Lucas Davenport, #7)",en-US,4.19,12833,14424,405,43,183,2305,6361,5532,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8807,8807,1354,8830,3,43345,20939,365,mystery,838999,67,743484355,9780000000000.0,Mary Higgins Clark,1982.0,A Cry in the Night,A Cry In The Night,eng,3.84,12157,13886,533,179,759,4025,5068,3855,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8814,8814,296,8837,3,3760,30358,223,suspense,2772203,100,142002054,9780000000000.0,Ian Fleming,1956.0,Diamonds are Forever,"Diamonds Are Forever (James Bond, #4)",eng,3.59,10205,12359,643,113,960,4741,4602,1943,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8816,8816,20153,8839,5,23492288,20939,107,mystery,43082571,24,,,Caroline Kepnes,2016.0,Hidden Bodies,"Hidden Bodies (You, #2)",eng,3.87,11777,13166,2226,276,799,3063,5255,3773,https://images.gr-assets.com/books/1437414470m/23492288.jpg
8827,8827,1478,8850,3,2049,20939,353,mystery,1616,105,394758269,9780000000000.0,Raymond Chandler,1942.0,The High Window,"The High Window (Philip Marlowe, #3)",eng,4.08,11080,12235,535,41,236,2427,5534,3997,https://images.gr-assets.com/books/1466754245m/2049.jpg
8830,8830,370,8853,4,168569,20939,62,mystery,1520707,35,425157539,9780000000000.0,John Sandford,1996.0,Sudden Prey,"Sudden Prey (Lucas Davenport, #8)",eng,4.15,12408,13797,363,46,209,2298,6279,4965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8835,8835,4889,8858,4,459386,20939,336,mystery,88269,78,312983603,9780000000000.0,Val McDermid,1995.0,The Mermaids Singing ,"The Mermaids Singing (Tony Hill & Carol Jordan, #1)",eng,3.98,11562,13490,783,257,575,2701,5574,4383,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8838,8838,1562,8861,4,241934,20939,178,mystery,951598,37,345454944,9780000000000.0,Robert Crais,1996.0,Sunset Express,"Sunset Express (Elvis Cole, #6)",eng,4.17,10496,11603,285,60,167,1915,5095,4366,https://images.gr-assets.com/books/1344369358m/241934.jpg
8841,8841,296,8864,4,3762,30358,170,suspense,1098834,92,142003255,9780000000000.0,Ian Fleming,1963.0,On Her Majesty's Secret Service,"On Her Majesty's Secret Service (James Bond, #11)",eng,3.94,11612,13203,488,111,551,3350,5231,3960,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8845,8845,46,8868,5,16333,20939,1157,mystery,1444048,1,2310015,9780000000000.0,Agatha Christie,1965.0,At Bertram's Hotel,"At Bertram's Hotel (Miss Marple, #11)",eng,3.7,14221,17292,795,190,1322,5822,6163,3795,https://images.gr-assets.com/books/1375949033m/16333.jpg
8861,8861,5506,8884,5,6193923,20939,218,mystery,6374360,33,230015913,9780000000000.0,Chelsea Cain,2009.0, Evil at Heart,"Evil at Heart (Archie Sheridan & Gretchen Lowell, #3)",eng,4.03,10884,12383,948,125,468,2654,4832,4304,https://images.gr-assets.com/books/1328137862m/6193923.jpg
8871,8871,4832,8894,3,6497645,30358,200,suspense,6689131,52,739329189,9780000000000.0,"Steve Berry, Scott Brick",2009.0,The Paris Vendetta,"The Paris Vendetta (Cotton Malone, #5)",en-US,3.9,11263,13095,664,122,586,3329,5477,3581,https://images.gr-assets.com/books/1320407237m/6497645.jpg
8872,8872,35324,8895,4,22535533,20939,525,mystery,41241463,54,62377183,9780000000000.0,Anthony Horowitz,2014.0,Moriarty,Moriarty (Sherlock Holmes #2),eng,3.74,8376,11810,1809,186,854,3323,4910,2537,https://images.gr-assets.com/books/1404412525m/22535533.jpg
8875,8875,533,8898,2,80631,20939,163,mystery,5951635,58,743454154,9780000000000.0,Greg Iles,2005.0,Blood Memory,Blood Memory,eng,4.09,10938,12308,776,81,370,2287,5148,4422,https://images.gr-assets.com/books/1327877256m/80631.jpg
8877,8877,12547,8900,3,18089975,20939,323,mystery,25337698,24,62083392,9780000000000.0,Laura Lippman,2014.0,After I'm Gone,After I'm Gone,eng,3.61,10905,12667,1548,278,946,4264,5106,2073,https://images.gr-assets.com/books/1383274696m/18089975.jpg
8915,8915,22995,8938,4,18404248,20939,172,mystery,26038108,29,1250034604,9780000000000.0,Chevy Stevens,2014.0,That Night,That Night,eng,3.92,11318,12955,1846,217,755,2804,5259,3920,https://images.gr-assets.com/books/1382569155m/18404248.jpg
